Program,Course_Code,Total_no_of_Cheld,Total_absences,first_term,mid_term,final,Total_grade
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 208,,,,,,
BSCE,CEN 213,32,5,B,B,A,A
BSCE,CEN 213,32,0,B,A,A,A
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,0,B+,A,A,B
BSCE,CEN 213,32,2,C,A,B+,B
BSCE,CEN 213,32,2,C,B+,B,B+
BSCE,CEN 213,32,6,B,D,B+,A
BSCE,CEN 213,32,0,A,A,A,B+
BSCE,CEN 213,32,0,B,B-,A,A
BSCE,CEN 213,32,0,A,A,A,B+
BSCE,CEN 213,32,0,B+,A,A,A
BSCE,CEN 213,32,0,B-,C,B+,B
BSCE,CEN 213,32,0,B-,A,A,A
BSCE,CEN 213,32,0,C,D+,B,B
BSCE,CEN 213,32,0,D+,D,C,C
BSCE,CEN 213,32,0,B,C-,B,B-
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,1,B-,D+,B,B
BSCE,CEN 213,32,2,D,B,C+,C
BSCE,CEN 213,32,0,B-,A,A,A
BSCE,CEN 213,32,1,C-,A,B+,A
BSCE,CEN 213,32,1,C+,C-,B-,C
BSCE,CEN 213,32,0,B-,A,A,C
BSCE,CEN 213,32,3,C-,B,B+,B+
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,1,B+,A,A,B
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,0,B-,B+,A,A
BSCE,CEN 213,32,1,C,D+,B,B+
BSCE,CEN 213,32,0,A,B-,A,A
BSCE,CEN 213,32,2,C,A,B+,B
BSCE,CEN 213,32,0,B+,A,A,A
BSCE,CEN 213,32,3,B,C-,B,C+
BSCE,CEN 213,32,0,A,B-,A,A
BSCE,CEN 213,32,0,B,A,A,B+
BSCE,CEN 213,32,2,B,D,B,B
BSCE,CEN 213,32,0,A,A,A,A
BSCE,CEN 213,32,0,B+,B-,A,B+
BSCE,CEN 213,32,3,B,D+,B+,A
BSCE,CEN 213,32,1,C,B-,B,C+
BSCE,CEN 213,32,3,C-,F,B-,B-
BSCE,CEN 213,32,4,B-,F,B-,C+
BSCE,CEN 213,32,2,C,C,B,C+
BSCE,CEN 213,33,0,C+,B-,B+,B+
BSCE,CEN 213,33,4,C,B,B+,B-
BSCE,CEN 213,33,15,B+,C+,B,B
BSCE,CEN 213,33,0,A,A,A,A
BSCE,CEN 213,33,0,B-,A,A,A
BSCE,CEN 213,33,1,B-,A,A,B
BSCE,CEN 213,33,1,C+,A,A,B
BSCE,CEN 213,33,5,C+,A,A,A
BSCE,CEN 213,33,0,A,A,A,A
BSCE,CEN 213,33,1,A,D,B+,A
BSCE,CEN 213,33,0,B+,A,A,B
BSCE,CEN 213,33,0,B-,B-,B+,B+
BSCE,CEN 213,33,1,B-,B-,B+,B+
BSCE,CEN 213,33,2,A,A,A,A
BSCE,CEN 213,33,3,B+,A,A,B
BSCE,CEN 213,33,5,C+,D+,B,B
BSCE,CEN 213,33,2,B,C,B+,B-
BSCE,CEN 213,33,7,C-,D+,C+,B-
BSCE,CEN 213,33,4,C,B-,B,C-
BSCE,CEN 213,33,1,A,C,A,A
BSCE,CEN 213,33,0,C,A,B+,B-
BSCE,CEN 213,33,0,B,C,B-,C
BSCE,CEN 213,33,2,B+,A,A,A
BSCE,CEN 213,33,1,C+,D+,B-,B+
BSCE,CEN 213,33,4,B-,D,B-,C
BSCE,CEN 213,33,3,B-,B,B+,B+
BSCE,CEN 213,33,0,C+,C,B+,B
BSCE,CEN 213,33,4,B+,D,B+,C+
BSCE,CEN 213,33,0,B,C,A,B
BSCE,CEN 213,33,1,A,B-,A,A
BSCE,CEN 213,33,3,B+,F,B,B
BSCE,CEN 213,33,3,C-,C+,B-,C-
BSCE,CEN 213,33,5,B,A,B+,B-
BSCE,CEN 213,33,1,B,A,A,C-
BSCE,CEN 213,33,1,B,B-,A,B+
BSCE,CEN 213,33,0,C+,B-,B+,B-
BSCE,CEN 213,33,6,C,C-,B-,C+
BSCE,CEN 213,33,2,A,B,A,B+
BSCE,CEN 213,33,8,D+,C+,C+,D+
BSCE,CEN 213,33,0,A,B+,A,B
BSCE,CEN 213,33,4,C-,D+,B-,C
BSCE,CEN 213,33,1,B+,A,A,B
BSCE,CEN 213,33,11,D+,F,D,B+
BSCE,CEN 213,33,1,B+,A,A,A
BSCE,CEN 213,33,0,B-,A,A,B-
BSCE,CEN 213,33,1,A,A,A,A
BSCE,CEN 213,33,0,B,B+,B+,B
BSCE,CEN 213,33,0,A,B+,A,B+
BSCE,CEN 213,33,0,B+,B+,A,B+
BSCE,CEN 213,33,1,B+,B+,B+,B
BSCE,CEN 213,33,0,B,B+,A,B
BSCE,CEN 213,33,1,B+,B+,A,B+
BSCE,CEN 213,33,1,B+,B+,B+,B
BSCE,CEN 213,33,1,B+,B+,B+,B+
BSCE,CEN 213,33,0,B,B+,B+,B+
BSCE,CEN 213,33,1,B+,B+,A,B+
BSCE,CEN 213,33,3,A,A,A,A
BSCE,CEN 213,33,0,A,B,B+,B
BSCE,CEN 213,33,1,B,A,A,B+
BSCE,CEN 213,33,0,A,A,A,A
BSCE,CEN 213,33,6,B+,B+,B+,B
BSCE,CEN 213,33,1,A,B+,A,B
BSCE,CEN 213,33,1,B+,B+,A,B+
BSCE,CEN 213,33,1,A,A,A,B+
BSCE,CEN 213,33,1,B+,B+,B+,B
BSCE,CEN 213,33,11,B,B,B,B
BSCE,CEN 213,33,0,B+,B+,A,B+
BSCE,CEN 213,33,0,B+,B+,A,B+
BSCE,CEN 213,33,1,A,B,B+,B+
BSCE,CEN 213,33,21,B,B+,B-,C+
BSCE,CEN 213,33,0,B,B+,B+,B
BSCE,CEN 213,33,20,B,C+,C+,C-
BSCE,CEN 213,33,2,B,B+,B,B
BSCE,CEN 213,33,3,B,B+,B+,B+
BSCE,CEN 213,33,1,B,B,B+,B
BSCE,CEN 213,33,2,B-,D,B-,B-
BSCE,CEN 213,33,1,B,B,B,C+
BSCE,CEN 213,33,2,B,B+,B,B
BSCE,CEN 213,40,4,B+,B,A,B+
BSCE,CEN 213,40,4,A,B,A,B+
BSCE,CEN 213,40,0,A,B-,A,A
BSCE,CEN 213,40,6,A,B,A,A
BSCE,CEN 213,40,3,B+,A,A,B+
BSCE,CEN 213,40,0,A,A,A,A
BSCE,CEN 213,40,2,A,B-,A,B+
BSCE,CEN 213,40,9,B+,B,A,B+
BSCE,CEN 213,40,7,A,B,A,B+
BSCE,CEN 213,40,0,B+,B,A,A
BSCE,CEN 213,40,9,A,B,A,A
BSCE,CEN 213,40,9,B+,A,A,A
BSCE,CEN 213,40,18,C+,B,B+,B+
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,B
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,A
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 214,,,,,,
BSCE,CEN 216,26,9,B,C-,B+,B-
BSCE,CEN 216,26,4,C,A,B+,C-
BSCE,CEN 216,26,1,C,C+,B,B-
BSCE,CEN 216,26,23,F,F,F,I
BSCE,CEN 216,26,6,D+,A,B-,C
BSCE,CEN 216,26,4,C,A,B,C
BSCE,CEN 216,26,0,A,A,A,A
BSCE,CEN 216,26,0,A,A,A,A
BSCE,CEN 216,26,3,D+,B+,B+,B-
BSCE,CEN 216,26,0,C-,A,B-,C-
BSCE,CEN 216,26,0,B,A,A,A
BSCE,CEN 216,26,2,B-,B,A,A
BSCE,CEN 216,26,5,D,C+,B-,C+
BSCE,CEN 216,26,1,C-,A,B,C
BSCE,CEN 216,26,0,B+,A,A,B+
BSCE,CEN 216,26,0,C-,A,B+,B-
BSCE,CEN 216,26,10,D,B,B-,C-
BSCE,CEN 216,26,0,C+,A,A,B
BSCE,CEN 216,26,0,C,A,A,C+
BSCE,CEN 216,26,2,C-,B-,B,C-
BSCE,CEN 216,26,20,I,F,F,D+
BSCE,CEN 216,26,0,B+,B,A,B-
BSCE,CEN 216,26,2,C+,B,B+,C-
BSCE,CEN 216,26,0,C,B+,B+,B-
BSCE,CEN 216,26,2,F,C-,C+,C
BSCE,CEN 216,26,3,B,A,A,A
BSCE,CEN 216,26,1,D+,A,B+,C
BSCE,CEN 216,26,0,B,B-,B+,C-
BSCE,CEN 216,26,10,D+,A,B,B-
BSCE,CEN 216,26,0,D+,B,C+,C
BSCE,CEN 216,26,3,C-,A,B,C-
BSCE,CEN 216,26,2,B-,B+,B+,C+
BSCE,CEN 216,26,2,D+,B-,B-,D+
BSCE,CEN 216,26,0,C,C-,B-,C
BSCE,CEN 216,26,1,A,A,A,B
BSCE,CEN 216,26,0,B-,B,B+,C+
BSCE,CEN 216,26,0,A,B,A,B-
BSCE,CEN 216,26,0,C+,B+,A,B-
BSCE,CEN 216,26,0,B,B,B+,B-
BSCE,CEN 216,26,0,C,B-,B,B-
BSCE,CEN 216,26,0,B-,B,B,D+
BSCE,CEN 216,26,9,C-,C-,C,D
BSCE,CEN 216,26,0,B,A,A,B-
BSCE,CEN 216,26,1,D,C+,B-,C
BSCE,CEN 216,26,3,C-,B,B-,D+
BSCE,CEN 216,26,3,B,A,B+,C-
BSCE,CEN 216,26,2,D+,B-,B-,C
BSCE,CEN 216,26,0,C-,C,B,C+
BSCE,CEN 216,26,18,I,F,F,D
BSCE,CEN 223,25,17,B-,A,B-,B-
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,2,B+,A,A,B-
BSCE,CEN 223,25,7,B-,A,B+,B+
BSCE,CEN 223,25,9,B-,A,B+,B+
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,0,A,A,A,B+
BSCE,CEN 223,25,0,B,A,A,B
BSCE,CEN 223,25,3,A,A,A,B
BSCE,CEN 223,25,2,A,A,A,A
BSCE,CEN 223,25,10,B-,C+,B-,C+
BSCE,CEN 223,25,0,A,A,A,C+
BSCE,CEN 223,25,0,B-,A,A,B-
BSCE,CEN 223,25,2,B+,A,A,B-
BSCE,CEN 223,25,1,B+,A,A,B
BSCE,CEN 223,25,0,B-,A,A,C+
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,6,A,A,A,B-
BSCE,CEN 223,25,20,D+,F,F,B+
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,2,A,B+,B-,B-
BSCE,CEN 223,25,1,A,A,A,A
BSCE,CEN 223,25,0,A,A,A,A
BSCE,CEN 223,25,3,A,B+,A,B
BSCE,CEN 223,25,1,B+,A,A,B+
BSCE,CEN 223,21,0,A,A,B+,C+
BSCE,CEN 223,21,2,A,A,A,C+
BSCE,CEN 223,21,0,A,A,A,B
BSCE,CEN 223,21,1,A,A,A,B+
BSCE,CEN 223,21,2,A,A,A,A
BSCE,CEN 223,21,0,A,A,A,B-
BSCE,CEN 223,21,1,B,A,B+,B-
BSCE,CEN 223,21,1,A,A,A,A
BSCE,CEN 223,21,0,A,A,A,A
BSCE,CEN 223,21,0,A,A,A,B
BSCE,CEN 223,21,0,A,A,A,A
BSCE,CEN 223,21,0,A,A,A,B+
BSCE,CEN 223,21,3,B,A,B+,D+
BSCE,CEN 223,29,0,A,A,A,A
BSCE,CEN 223,29,1,A,A,A,A
BSCE,CEN 223,29,2,A,B,A,B
BSCE,CEN 223,29,1,A,A,A,A
BSCE,CEN 223,29,2,A,A,A,C+
BSCE,CEN 223,29,10,B+,A,A,A
BSCE,CEN 223,29,4,A,A,A,A
BSCE,CEN 223,29,3,A,B,A,A
BSCE,CEN 223,29,25,F,F,F,F
BSCE,CEN 223,29,1,A,B+,A,A
BSCE,CEN 223,29,7,A,A,A,A
BSCE,CEN 223,29,1,A,A,A,B
BSCE,CEN 223,29,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,5,B,A,A,B-
BSCE,CEN 231,35,8,B,B-,B,A
BSCE,CEN 231,35,4,B+,A,A,B-
BSCE,CEN 231,35,9,B+,B+,A,B
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,4,A,B-,B+,C+
BSCE,CEN 231,35,0,A,B,A,B
BSCE,CEN 231,35,3,F,F,C-,C+
BSCE,CEN 231,35,8,B,B+,B+,B
BSCE,CEN 231,35,7,A,A,A,B
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,20,A,A,A,A
BSCE,CEN 231,35,3,A,B,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,2,B,A,A,A
BSCE,CEN 231,35,4,A,A,A,A
BSCE,CEN 231,35,12,B+,A,A,A
BSCE,CEN 231,35,3,B,A,A,B-
BSCE,CEN 231,35,13,B+,A,A,A
BSCE,CEN 231,35,4,A,A,A,A
BSCE,CEN 231,35,10,B+,A,A,B-
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,3,D,B+,B-,C+
BSCE,CEN 231,35,2,B,B+,B+,B-
BSCE,CEN 231,35,2,A,A,A,B-
BSCE,CEN 231,35,6,A,A,A,A
BSCE,CEN 231,35,16,F,D+,C-,B-
BSCE,CEN 231,35,3,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,1,A,A,A,A
BSCE,CEN 231,35,1,A,A,A,A
BSCE,CEN 231,35,0,C+,A,A,B
BSCE,CEN 231,35,2,A,A,A,A
BSCE,CEN 231,35,7,C-,A,B,D
BSCE,CEN 231,35,1,B+,B+,A,B-
BSCE,CEN 231,35,4,A,A,B+,C-
BSCE,CEN 231,35,1,A,A,A,B
BSCE,CEN 231,35,0,A,A,A,A
BSCE,CEN 231,35,0,A,A,A,C+
BSCE,CEN 231,35,0,C+,B+,A,B+
BSCE,CEN 231,35,2,A,A,A,B
BSCE,CEN 231,35,2,C-,C,B-,C
BSCE,CEN 231,35,1,C-,A,A,A
BSCE,CEN 231,35,2,A,B+,A,B-
BSCE,CEN 231,35,2,B+,A,A,B
BSCE,CEN 231,35,4,B+,B,A,A
BSCE,CEN 231,35,7,C-,F,C+,C-
BSCE,CEN 231,35,3,D+,C+,B-,C-
BSCE,CEN 231,35,3,D+,C+,B-,D+
BSCE,CEN 231,35,3,B,A,A,C+
BSCE,CEN 231,35,6,D+,A,B-,C
BSCE,CEN 257,50,8,C+,A,B+,A
BSCE,CEN 257,50,9,C+,A,A,A
BSCE,CEN 257,50,4,C+,B+,B+,A
BSCE,CEN 257,50,0,B,A,A,A
BSCE,CEN 257,50,0,D+,A,B+,A
BSCE,CEN 257,50,0,C+,A,A,A
BSCE,CEN 257,50,0,B-,A,A,A
BSCE,CEN 257,50,0,A,A,A,A
BSCE,CEN 257,50,2,A,A,A,A
BSCE,CEN 257,50,0,C,A,A,A
BSCE,CEN 257,50,0,B-,A,A,B
BSCE,CEN 257,50,0,B-,A,A,A
BSCE,CEN 257,50,0,B-,A,A,A
BSCE,CEN 257,50,0,B,A,A,A
BSCE,CEN 257,50,3,C,A,A,A
BSCE,CEN 257,50,10,B,A,B+,A
BSCE,CEN 257,50,0,A,A,A,A
BSCE,CEN 257,50,0,C,B,B+,A
BSCE,CEN 257,50,20,C-,B+,B,B-
BSCE,CEN 257,50,0,C+,A,B+,A
BSCE,CEN 257,50,8,D,B+,B,B-
BSCE,CEN 257,50,2,D+,A,B,B
BSCE,CEN 257,50,3,C,A,A,A
BSCE,CEN 257,50,4,D+,A,B+,A
BSCE,CEN 257,50,0,B-,A,A,A
BSCE,CEN 257,50,2,B-,A,A,B+
BSCE,CEN 257,50,2,C-,A,A,A
BSCE,CEN 257,50,6,C,A,B+,B-
BSCE,CEN 257,50,16,C+,A,B+,C
BSCE,CEN 257,50,14,C-,A,B,A
BSCE,CEN 257,50,4,D+,A,B+,A
BSCE,CEN 257,50,2,C-,A,B+,C
BSCE,CEN 257,50,12,C-,A,B,B
BSCE,CEN 257,50,30,C+,A,B,B+
BSCE,CEN 257,50,2,C,A,B,B-
BSCE,CEN 257,50,6,F,A,C+,B-
BSCE,CEN 257,50,6,B+,A,B+,C
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 258,,,,,,
BSCE,CEN 267,47,4,A,A,C+,C+
BSCE,CEN 267,47,0,B+,B,B-,B+
BSCE,CEN 267,47,8,A,B+,B,A
BSCE,CEN 267,47,2,A,A,A,A
BSCE,CEN 267,47,2,A,A,A,B+
BSCE,CEN 267,47,0,A,A,A,A
BSCE,CEN 267,47,0,A,A,A,A
BSCE,CEN 267,47,12,C-,A,C,B-
BSCE,CEN 267,47,2,A,A,A,A
BSCE,CEN 267,47,0,A,A,A,A
BSCE,CEN 267,47,0,A,A,A,A
BSCE,CEN 267,47,2,A,A,A,B+
BSCE,CEN 267,47,0,A,A,A,A
BSCE,CEN 267,47,2,A,A,A,A
BSCE,CEN 267,47,4,A,A,B+,A
BSCE,CEN 267,47,0,A,A,A,B+
BSCE,CEN 267,47,6,C-,A,B-,A
BSCE,CEN 267,47,41,F,F,F,F
BSCE,CEN 267,47,0,A,A,A,B+
BSCE,CEN 267,47,10,A,A,B,B
BSCE,CEN 267,47,2,C-,A,C+,C-
BSCE,CEN 267,47,4,B,A,B,B-
BSCE,CEN 267,47,2,B+,A,B,C
BSCE,CEN 267,47,6,A,A,A,B
BSCE,CEN 267,47,4,A,A,A,C+
BSCE,CEN 267,47,2,B,A,A,B+
BSCE,CEN 267,47,6,A,A,B+,B-
BSCE,CEN 267,47,0,B-,A,B+,B
BSCE,CEN 267,47,6,A,A,A,B-
BSCE,CEN 267,47,0,B,A,B,B-
BSCE,CEN 267,47,4,A,A,A,A
BSCE,CEN 267,47,12,C,A,B-,B+
BSCE,CEN 267,47,9,C-,A,C+,B
BSCE,CEN 267,47,1,A,A,A,A
BSCE,CEN 267,47,2,A,A,A,A
BSCE,CEN 267,47,8,A,B,B+,B-
BSCE,CEN 267,47,2,B,A,B+,C+
BSCE,CEN 267,47,0,C+,A,B,B-
BSCE,CEN 267,47,16,C-,A,B-,A
BSCE,CEN 267,47,6,C,A,A,B+
BSCE,CEN 267,47,0,A,A,A,B+
BSCE,CEN 267,47,2,A,A,C+,C-
BSCE,CEN 267,47,8,B+,A,A,B+
BSCE,CEN 267,47,2,B,A,B+,A
BSCE,CEN 267,47,1,A,A,A,B
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,,,,,,
BSCE,CEN 268,12,0,,C,B,
BSCE,CEN 307,35,0,B,B,B+,A
BSCE,CEN 307,35,0,A,A,A,C+
BSCE,CEN 307,35,0,C-,B-,C,C-
BSCE,CEN 307,35,2,A,A,A,A
BSCE,CEN 307,35,0,B,B+,A,A
BSCE,CEN 307,35,1,B+,B+,A,A
BSCE,CEN 307,35,5,C-,B,B-,C
BSCE,CEN 307,35,0,A,A,A,B+
BSCE,CEN 307,35,0,A,A,A,C+
BSCE,CEN 307,35,3,C,C-,C,C+
BSCE,CEN 307,35,1,C-,F,C,C-
BSCE,CEN 307,35,0,C-,B-,B,B-
BSCE,CEN 307,35,4,C-,B+,C,B+
BSCE,CEN 307,35,0,B-,A,A,A
BSCE,CEN 307,35,4,C-,B-,C,C
BSCE,CEN 307,35,0,B+,A,B+,C+
BSCE,CEN 307,35,0,C-,A,B-,C
BSCE,CEN 307,35,2,C-,A,B-,B-
BSCE,CEN 307,35,0,C+,C+,C+,C-
BSCE,CEN 307,35,4,B-,B+,A,A
BSCE,CEN 307,35,4,C,A,A,A
BSCE,CEN 307,35,2,A,A,A,B+
BSCE,CEN 307,35,0,C-,C+,C-,C-
BSCE,CEN 307,35,3,B,B-,A,B+
BSCE,CEN 307,35,0,A,A,A,A
BSCE,CEN 307,35,2,B+,A,B-,B-
BSCE,CEN 307,35,0,C-,B-,C+,C
BSCE,CEN 307,35,0,B,B-,B,B-
BSCE,CEN 307,35,11,A,C+,B+,C+
BSCE,CEN 307,35,14,C-,B-,C+,C-
BSCE,CEN 307,35,0,C-,C-,C-,C-
BSCE,CEN 307,35,6,A,A,B+,C
BSCE,CEN 307,35,0,C-,D+,C-,C-
BSCE,CEN 307,35,3,A,C+,B+,C+
BSCE,CEN 307,35,1,C-,B+,B,A
BSCE,CEN 307,35,1,C-,C+,C-,B-
BSCE,CEN 307,35,2,B,C,C-,C+
BSCE,CEN 307,35,4,C-,C-,C-,C+
BSCE,CEN 307,35,1,A,A,A,B+
BSCE,CEN 307,35,7,C-,B,B-,C-
BSCE,CEN 307,35,3,A,C+,A,A
